Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
17.0,0.0,0.0,2.0,2.1871180622,5.0,,,,,,,2.8440392149,2.0
18.0,1.0,0.0,0.0,7.9458258589,15.0,,,,,,,1.2534518542,4.0
17.0,1.0,0.0,2.0,6.7369540289,27.0,,,,,,,0.5345088805,4.0
15.0,1.0,0.0,2.0,11.3896477627,3.0,,,,,,,3.1910461182,1.0
17.0,1.0,2.0,2.0,17.2222704012,11.0,,,,,,,2.8154212753000003,2.0
16.0,0.0,1.0,1.0,1.5667643552,10.0,,,,,,,2.1571223033,3.0
18.0,1.0,0.0,1.0,1.4514959609,2.0,,,,,,,2.7238280604,2.0
15.0,1.0,0.0,1.0,17.0063541632,11.0,,,,,,,2.6276939056,2.0
18.0,1.0,0.0,1.0,4.2570017208,29.0,,,,,,,0.9124156208,4.0
16.0,0.0,0.0,0.0,13.375065089,4.0,,,,,,,2.6096230818,2.0
16.0,1.0,1.0,2.0,10.8575626472,5.0,,,,,,,2.9819922554,2.0
16.0,0.0,3.0,4.0,16.6578718977,18.0,,,,,,,1.6250827737,4.0
17.0,0.0,2.0,4.0,2.5017781967,17.0,,,,,,,1.3616984179,4.0
17.0,1.0,0.0,3.0,2.5956593145,15.0,,,,,,,1.9169618961,4.0
18.0,1.0,2.0,2.0,11.1363672056,22.0,,,,,,,1.0112531946,4.0
18.0,0.0,2.0,2.0,18.9275730672,10.0,,,,,,,2.3321590405,3.0
15.0,1.0,2.0,1.0,8.2999551674,4.0,,,,,,,3.3879383478,1.0
15.0,0.0,0.0,2.0,6.5388420051,8.0,,,,,,,2.3846907914,3.0
18.0,0.0,0.0,2.0,12.133786464,2.0,,,,,,,2.7808169956,2.0
17.0,1.0,0.0,2.0,18.6089720109,29.0,,,,,,,0.5348357535,4.0
16.0,1.0,0.0,2.0,16.7385566569,7.0,,,,,,,2.5422143488,2.0
18.0,0.0,0.0,1.0,19.9096722147,5.0,,,,,,,3.0071290674,1.0
15.0,0.0,0.0,1.0,0.451371664,3.0,,,,,,,2.9858098144,2.0
17.0,0.0,0.0,3.0,2.2571628943,11.0,,,,,,,1.9493060573,4.0
18.0,0.0,2.0,0.0,12.1893552673,11.0,,,,,,,2.1478451964,3.0
18.0,1.0,0.0,2.0,16.4115287867,24.0,,,,,,,1.1757680252,4.0
17.0,1.0,0.0,3.0,5.7048868461,20.0,,,,,,,1.4003632541,4.0
18.0,1.0,3.0,2.0,4.7842217607,15.0,,,,,,,1.7555440233,4.0
17.0,1.0,3.0,2.0,15.7395159876,9.0,,,,,,,2.9000962392,2.0
16.0,1.0,2.0,1.0,1.1276370771,21.0,,,,,,,1.0334594907,4.0
17.0,0.0,3.0,1.0,7.3876529517,13.0,,,,,,,1.9077423634,4.0
17.0,1.0,1.0,3.0,10.1161844518,12.0,,,,,,,1.8809092898,4.0
17.0,1.0,3.0,2.0,11.206973487,8.0,,,,,,,2.6149503539,2.0
18.0,1.0,0.0,2.0,14.5723031359,6.0,,,,,,,3.1071355936,1.0
18.0,1.0,0.0,0.0,7.0969144686,11.0,,,,,,,1.3864645615,4.0
17.0,1.0,0.0,0.0,12.2536868935,4.0,,,,,,,2.8337600718,2.0
18.0,0.0,0.0,4.0,11.7075084558,17.0,,,,,,,1.0861513974,4.0
15.0,0.0,0.0,1.0,10.9523220131,3.0,,,,,,,2.87403736,2.0
15.0,0.0,1.0,2.0,12.8096658628,1.0,,,,,,,2.8956713047,2.0
18.0,1.0,2.0,0.0,5.1889834214,2.0,,,,,,,3.1813076023,1.0
18.0,0.0,1.0,2.0,1.6929750717,25.0,,,,,,,0.4712831088,4.0
17.0,0.0,0.0,3.0,2.3854334408,11.0,,,,,,,2.211379528,3.0
16.0,1.0,2.0,2.0,4.4916476531,2.0,,,,,,,3.3752522552,1.0
18.0,1.0,1.0,1.0,10.0039587105,3.0,,,,,,,3.2038581908,1.0
15.0,1.0,0.0,2.0,16.8088550109,5.0,,,,,,,3.3501791106,1.0
17.0,0.0,1.0,2.0,14.0258668418,11.0,,,,,,,1.7257915297,4.0
18.0,0.0,0.0,2.0,15.780812084,18.0,,,,,,,2.2166038147,3.0
15.0,1.0,0.0,3.0,7.0195124785,9.0,,,,,,,2.004627317,3.0
15.0,1.0,3.0,2.0,8.093074833,29.0,,,,,,,0.7157420455,4.0
16.0,0.0,0.0,3.0,7.8736377198,0.0,,,,,,,3.8806400849,0.0
17.0,0.0,0.0,2.0,3.8374636881,16.0,,,,,,,1.6895281584,4.0
17.0,1.0,2.0,1.0,1.2243331629,15.0,,,,,,,1.7579788035,4.0
16.0,1.0,2.0,1.0,11.8183218565,8.0,,,,,,,2.1363995462,3.0
16.0,0.0,0.0,1.0,19.7843336684,24.0,,,,,,,0.9115682706,4.0
17.0,1.0,0.0,3.0,3.336594099,20.0,,,,,,,1.1378011102,4.0
17.0,0.0,0.0,2.0,0.933696398,8.0,,,,,,,2.3492649274,3.0
18.0,0.0,1.0,2.0,15.5906336365,26.0,,,,,,,0.6237474365,4.0
18.0,0.0,0.0,1.0,5.0517201337,22.0,,,,,,,0.3410294459,4.0
16.0,0.0,0.0,1.0,16.5928761071,8.0,,,,,,,2.2238136668,3.0
18.0,1.0,3.0,2.0,14.0787333407,11.0,,,,,,,2.3282403846,3.0
15.0,1.0,1.0,2.0,18.913470741,22.0,,,,,,,1.623077822,4.0
18.0,0.0,0.0,1.0,8.1785447151,8.0,,,,,,,2.2008963215,3.0
18.0,0.0,1.0,2.0,13.239396789,14.0,,,,,,,2.5841106551,2.0
15.0,0.0,1.0,0.0,9.2970956163,1.0,,,,,,,2.9965033042,2.0
16.0,0.0,0.0,1.0,12.6117739462,10.0,,,,,,,2.3739934814,3.0
15.0,0.0,0.0,2.0,8.9919781202,10.0,,,,,,,2.8304044557,2.0
18.0,1.0,2.0,1.0,3.7726449285,7.0,,,,,,,2.5251155338,2.0
16.0,1.0,0.0,4.0,10.1579483201,22.0,,,,,,,1.0429816506,4.0
18.0,1.0,1.0,1.0,10.5716840287,5.0,,,,,,,2.6610969037,2.0
15.0,1.0,0.0,1.0,16.2120769652,20.0,,,,,,,1.5995938877,4.0
15.0,0.0,0.0,1.0,14.7104141159,19.0,,,,,,,1.7994091492000002,4.0
18.0,0.0,0.0,2.0,13.2758324788,6.0,,,,,,,2.6576385567000003,2.0
17.0,0.0,0.0,2.0,2.2677419111,2.0,,,,,,,2.9984840619,2.0
17.0,0.0,0.0,2.0,14.4123258133,7.0,,,,,,,2.9774084329,2.0
15.0,0.0,0.0,0.0,10.0061031271,17.0,,,,,,,1.3751641369,4.0
15.0,1.0,2.0,0.0,17.8819907221,16.0,,,,,,,1.8488664402,4.0
17.0,0.0,3.0,2.0,18.3974186826,10.0,,,,,,,2.4424562001,3.0
17.0,1.0,2.0,3.0,1.103131812,1.0,,,,,,,2.8560385144,2.0
18.0,1.0,2.0,3.0,16.4128312071,24.0,,,,,,,1.2061502303,4.0
18.0,1.0,0.0,0.0,0.7539478085,20.0,,,,,,,0.8959029904,4.0
17.0,1.0,3.0,2.0,7.3433925139,26.0,,,,,,,0.2731909292,4.0
18.0,0.0,0.0,3.0,10.8459995124,23.0,,,,,,,0.6675089611,4.0
18.0,1.0,3.0,1.0,2.9620159725,18.0,,,,,,,1.0894406042,4.0
16.0,1.0,3.0,3.0,14.9262762514,6.0,,,,,,,2.8132110081,2.0
18.0,1.0,2.0,1.0,0.1670940834,17.0,,,,,,,1.8687585897,4.0
15.0,0.0,3.0,3.0,3.3719809687,7.0,,,,,,,3.0356935955,1.0
18.0,0.0,1.0,2.0,11.6159365971,13.0,,,,,,,2.1353568013,3.0
18.0,0.0,0.0,3.0,14.2877512407,6.0,,,,,,,3.0381161292,1.0
17.0,1.0,0.0,2.0,18.3328620539,27.0,,,,,,,0.9941294104,4.0
15.0,1.0,1.0,1.0,14.1099330387,20.0,,,,,,,1.2325571657,4.0
18.0,0.0,0.0,3.0,13.4355854051,27.0,,,,,,,0.864403743,4.0
18.0,1.0,1.0,1.0,7.886822927,26.0,,,,,,,0.1152318548,4.0
16.0,0.0,3.0,1.0,0.0256885105,3.0,,,,,,,2.9345863053,2.0
18.0,0.0,0.0,2.0,2.4031851747,16.0,,,,,,,2.0469388171,3.0
18.0,1.0,2.0,2.0,10.6910908951,4.0,,,,,,,3.0654731336,1.0
16.0,1.0,3.0,3.0,13.5025977169,11.0,,,,,,,2.4370263001,3.0
17.0,1.0,3.0,1.0,8.3489656779,8.0,,,,,,,2.427614636,3.0
18.0,1.0,3.0,2.0,14.6135802306,25.0,,,,,,,0.7771509548000001,4.0
16.0,0.0,1.0,2.0,10.4372459066,19.0,,,,,,,1.8795754452,4.0
15.0,0.0,3.0,0.0,1.4835239119,12.0,,,,,,,1.5965748744,4.0
17.0,0.0,2.0,1.0,3.8403250194,24.0,,,,,,,0.7045952435,4.0
15.0,0.0,0.0,1.0,16.7999644649,27.0,,,,,,,0.7641866974,4.0
15.0,0.0,0.0,1.0,14.4982549325,17.0,,,,,,,1.5034166793,4.0
16.0,1.0,2.0,4.0,17.8952397402,19.0,,,,,,,1.5258378622,4.0
18.0,0.0,0.0,2.0,2.3511449824,8.0,,,,,,,2.2708411075,3.0
16.0,0.0,1.0,2.0,19.8044506923,3.0,,,,,,,3.4023525386,1.0
16.0,0.0,1.0,4.0,4.188134279,20.0,,,,,,,1.4382049684,4.0
16.0,1.0,0.0,1.0,0.2355975257,26.0,,,,,,,0.3365712986,4.0
16.0,1.0,1.0,3.0,19.9484587811,7.0,,,,,,,3.1122811365,1.0
17.0,1.0,2.0,2.0,5.6214777089,0.0,,,,,,,3.7706947218,0.0
18.0,1.0,0.0,3.0,13.3603890503,16.0,,,,,,,1.6556133225,4.0
15.0,0.0,0.0,1.0,3.5336462835,24.0,,,,,,,1.0504696916,4.0
15.0,0.0,0.0,3.0,11.604570644,8.0,,,,,,,2.5353912837,2.0
18.0,1.0,0.0,1.0,18.0806997291,19.0,,,,,,,1.3960904942,4.0
15.0,1.0,3.0,1.0,6.4036233486,12.0,,,,,,,2.0254169824,3.0
18.0,0.0,0.0,2.0,13.4050795209,1.0,,,,,,,3.2683025479,1.0
15.0,0.0,1.0,1.0,3.758071776,12.0,,,,,,,2.0172180388,3.0
16.0,1.0,0.0,2.0,12.4959079744,8.0,,,,,,,2.3976825795,3.0
15.0,1.0,0.0,2.0,6.7290070364,29.0,,,,,,,0.2878673233,4.0
18.0,1.0,2.0,2.0,4.2241651718,19.0,,,,,,,1.5487102111,4.0
18.0,1.0,2.0,1.0,6.2636410141,5.0,,,,,,,2.9052421123,2.0
18.0,0.0,0.0,0.0,3.5768213702,27.0,,,,,,,0.2489771312,4.0
18.0,0.0,0.0,1.0,18.0383221568,0.0,,,,,,,3.4184098665,1.0
18.0,0.0,0.0,2.0,7.9437377263,27.0,,,,,,,0.5829208865000001,4.0
17.0,1.0,0.0,1.0,4.9055860995,24.0,,,,,,,0.9300286459,4.0
17.0,1.0,1.0,1.0,8.9681568203,4.0,,,,,,,2.6790857181,2.0
15.0,0.0,0.0,1.0,6.4107233361,2.0,,,,,,,3.106230425,1.0
18.0,0.0,0.0,0.0,14.8883850763,3.0,,,,,,,2.7812878837,2.0
15.0,0.0,0.0,2.0,19.4243982377,0.0,,,,,,,4.0,0.0
18.0,0.0,3.0,3.0,8.760673134,13.0,,,,,,,2.3327839636,3.0
18.0,1.0,3.0,1.0,17.2206679994,8.0,,,,,,,3.0677183698,1.0
17.0,0.0,0.0,2.0,11.3172614712,29.0,,,,,,,0.8691233863000001,4.0
17.0,0.0,2.0,2.0,3.1447133019,23.0,,,,,,,1.5205038774,4.0
16.0,0.0,0.0,2.0,13.8124548416,3.0,,,,,,,3.2898231422,1.0
17.0,0.0,0.0,2.0,10.2686899425,17.0,,,,,,,2.1757392927,3.0
16.0,0.0,2.0,2.0,13.012130465,13.0,,,,,,,1.8524286908,4.0
16.0,0.0,3.0,2.0,17.7937482514,24.0,,,,,,,1.4772887704,4.0
16.0,0.0,3.0,0.0,8.8086914131,3.0,,,,,,,2.8789268626,2.0
16.0,1.0,1.0,2.0,18.0235524643,24.0,,,,,,,1.0580507721,4.0
16.0,1.0,0.0,2.0,15.0133802856,9.0,,,,,,,2.5728904201,2.0
15.0,1.0,2.0,0.0,9.7720985176,2.0,,,,,,,3.5877355871,0.0
17.0,1.0,0.0,1.0,12.0644427132,22.0,,,,,,,1.3014180138,4.0
16.0,0.0,1.0,4.0,6.5116226504,6.0,,,,,,,3.2094931359,1.0
18.0,1.0,0.0,2.0,19.6719459948,9.0,,,,,,,2.5372306391,2.0
17.0,1.0,1.0,2.0,13.347023261,12.0,,,,,,,1.9893957593,4.0
17.0,0.0,0.0,3.0,0.8769370499,3.0,,,,,,,3.0042333028,1.0
16.0,0.0,0.0,2.0,6.532438115,17.0,,,,,,,1.5135167559,4.0
15.0,1.0,3.0,2.0,12.4662886752,10.0,,,,,,,2.1727405517,3.0
16.0,1.0,0.0,2.0,1.126665556,24.0,,,,,,,0.6416491686,4.0
15.0,0.0,1.0,3.0,0.4776838264,3.0,,,,,,,2.7535902318,2.0
18.0,1.0,0.0,2.0,9.0004847906,23.0,,,,,,,1.0384883525,4.0
17.0,0.0,0.0,2.0,6.6538035939,13.0,,,,,,,2.2550191029,3.0
18.0,0.0,0.0,1.0,8.7659721607,17.0,,,,,,,1.6667022575,4.0
15.0,0.0,0.0,4.0,5.2538661976,7.0,,,,,,,2.4994594296,3.0
15.0,0.0,2.0,2.0,3.2943549389,26.0,,,,,,,0.2782154592,4.0
18.0,1.0,0.0,0.0,13.7828671396,9.0,,,,,,,2.6375942281,2.0
15.0,0.0,3.0,3.0,10.2914223254,4.0,,,,,,,3.0571217282,1.0
18.0,0.0,1.0,2.0,4.003084225,22.0,,,,,,,1.3619328272,4.0
17.0,1.0,0.0,0.0,6.3917885252,6.0,,,,,,,3.2389317177,1.0
18.0,0.0,1.0,2.0,11.8361581533,11.0,,,,,,,2.5730343851,2.0
17.0,1.0,1.0,2.0,1.4445869654,24.0,,,,,,,0.0,4.0
18.0,1.0,2.0,3.0,2.9490601853,2.0,,,,,,,3.1439098781,1.0
15.0,1.0,0.0,1.0,1.4649120821,25.0,,,,,,,1.0464634003,4.0
18.0,0.0,0.0,3.0,16.2463466543,3.0,,,,,,,2.8685742282,2.0
15.0,1.0,2.0,2.0,15.0481846642,9.0,,,,,,,2.6394472916,2.0
18.0,1.0,3.0,0.0,15.0662586376,3.0,,,,,,,2.6697499326000003,2.0
18.0,0.0,2.0,4.0,14.3265068695,14.0,,,,,,,2.7948852825,2.0
16.0,1.0,0.0,2.0,13.3877084734,28.0,,,,,,,1.1865697292,4.0
15.0,1.0,2.0,1.0,9.5398383076,9.0,,,,,,,2.5201752586,2.0
16.0,1.0,0.0,2.0,12.8455632701,20.0,,,,,,,1.6010784881,4.0
15.0,1.0,0.0,3.0,0.7672310958,29.0,,,,,,,0.0,4.0
16.0,1.0,0.0,1.0,12.4292884531,21.0,,,,,,,1.5950547588,4.0
17.0,0.0,1.0,1.0,15.5575541107,15.0,,,,,,,2.2220028531,3.0
18.0,1.0,0.0,1.0,10.0071672077,14.0,,,,,,,1.6150931485000002,4.0
15.0,1.0,0.0,1.0,7.1502665685,18.0,,,,,,,1.6759194307,4.0
15.0,0.0,2.0,2.0,5.548534696,28.0,,,,,,,0.2143195036,4.0
18.0,0.0,0.0,2.0,12.8560410032,19.0,,,,,,,1.5567655569,4.0
15.0,0.0,0.0,1.0,13.8560239726,18.0,,,,,,,2.1541993534,3.0
15.0,1.0,0.0,1.0,17.4193519973,17.0,,,,,,,2.0706693124,3.0
16.0,0.0,3.0,1.0,6.8466816492,25.0,,,,,,,0.5672371068000001,4.0
15.0,1.0,1.0,3.0,15.3954461477,11.0,,,,,,,2.1626881079,3.0
17.0,1.0,0.0,1.0,11.2271164838,24.0,,,,,,,1.2912304259,4.0
17.0,0.0,2.0,4.0,17.6567298136,15.0,,,,,,,2.3401563891,3.0
18.0,0.0,2.0,2.0,10.5562421659,0.0,,,,,,,2.9239697401,2.0
15.0,1.0,0.0,1.0,10.352596568,15.0,,,,,,,2.1901466018,3.0
18.0,0.0,1.0,3.0,11.5575416288,1.0,,,,,,,3.074214192,1.0
17.0,1.0,2.0,2.0,14.9863071028,23.0,,,,,,,1.0094303218,4.0
15.0,0.0,1.0,2.0,19.2938095766,14.0,,,,,,,2.1185006019,3.0
15.0,0.0,0.0,4.0,1.4712670843,6.0,,,,,,,2.6153479476,2.0
18.0,0.0,2.0,0.0,1.0686920478,27.0,,,,,,,0.4159305072,4.0
17.0,1.0,1.0,0.0,18.7510067481,0.0,,,,,,,3.9470929642,0.0
15.0,0.0,0.0,2.0,10.5975125104,4.0,,,,,,,3.0173532271,1.0
18.0,1.0,0.0,1.0,12.2980602913,9.0,,,,,,,2.8137862911,2.0
17.0,1.0,0.0,1.0,9.6484720319,21.0,,,,,,,0.7696361215,4.0
18.0,1.0,0.0,0.0,1.8731490521,20.0,,,,,,,0.8922661352000001,4.0
16.0,1.0,2.0,0.0,15.3617875684,3.0,,,,,,,3.6662908265,0.0
15.0,0.0,0.0,2.0,14.9444929018,13.0,,,,,,,1.4015482388,4.0
16.0,1.0,0.0,1.0,6.2340664299,12.0,,,,,,,1.4233383362,4.0
17.0,1.0,1.0,2.0,6.1247849046,0.0,,,,,,,3.1496447435,1.0
16.0,0.0,0.0,2.0,16.7568276181,15.0,,,,,,,2.3537311518,3.0
16.0,1.0,3.0,2.0,1.4471451548,22.0,,,,,,,1.1613543513,4.0
17.0,0.0,0.0,0.0,17.6221029671,8.0,,,,,,,2.6471959859,2.0
18.0,1.0,0.0,2.0,5.1332337979,21.0,,,,,,,1.2989979848,4.0
16.0,0.0,0.0,0.0,11.8596949551,15.0,,,,,,,2.6441973684,2.0
18.0,1.0,0.0,2.0,18.71988358,18.0,,,,,,,1.7379896187,4.0
16.0,0.0,0.0,3.0,13.5624500307,14.0,,,,,,,2.018776899,3.0
18.0,1.0,2.0,2.0,8.2885962493,25.0,,,,,,,0.7177804976000001,4.0
17.0,1.0,3.0,2.0,13.7906841781,13.0,,,,,,,2.2675844009,3.0
16.0,0.0,0.0,2.0,6.8795927263,19.0,,,,,,,1.271494623,4.0
17.0,0.0,1.0,1.0,5.545168327,9.0,,,,,,,2.6216668934,2.0
16.0,0.0,2.0,3.0,19.9336655587,20.0,,,,,,,1.2285285053,4.0
17.0,0.0,2.0,3.0,15.0158046236,11.0,,,,,,,2.495312361,3.0
17.0,1.0,0.0,1.0,12.8943995476,27.0,,,,,,,0.7017618078,4.0
16.0,1.0,0.0,2.0,7.1057928644,0.0,,,,,,,3.8649768613,0.0
16.0,0.0,0.0,3.0,0.9832165831,20.0,,,,,,,0.6846519261,4.0
16.0,1.0,2.0,4.0,0.6211375207000001,16.0,,,,,,,1.8858502237,4.0
15.0,0.0,2.0,2.0,11.083625109,8.0,,,,,,,2.3278327627,3.0
18.0,0.0,0.0,2.0,15.2406544208,22.0,,,,,,,0.8802328125000001,4.0
15.0,1.0,0.0,1.0,10.7475838089,18.0,,,,,,,1.4119815069,4.0
15.0,1.0,3.0,4.0,16.8157014388,24.0,,,,,,,1.6625318304,4.0
17.0,1.0,2.0,1.0,0.6685306619,17.0,,,,,,,1.3415984768,4.0
16.0,1.0,3.0,2.0,7.3350415285,27.0,,,,,,,0.6592029163,4.0
18.0,1.0,2.0,1.0,4.7414078235,6.0,,,,,,,2.1533712065,3.0
17.0,1.0,0.0,1.0,8.9454593631,8.0,,,,,,,2.4431029199,3.0
15.0,1.0,1.0,2.0,1.4475278639,21.0,,,,,,,0.2700885546,4.0
16.0,0.0,1.0,4.0,19.0826328314,25.0,,,,,,,1.3167246233,4.0
17.0,0.0,0.0,0.0,4.4651080214,20.0,,,,,,,0.8177142024,4.0
16.0,0.0,1.0,2.0,18.4461555097,11.0,,,,,,,2.0569459697,3.0
17.0,0.0,2.0,0.0,8.5178631007,6.0,,,,,,,3.2193333481,1.0
16.0,0.0,0.0,1.0,19.7104826651,13.0,,,,,,,2.24087006,3.0
15.0,1.0,2.0,2.0,11.0811676692,14.0,,,,,,,1.9137997969,4.0
18.0,0.0,1.0,2.0,18.6166572835,14.0,,,,,,,2.2403343765,3.0
15.0,0.0,3.0,1.0,0.1069797739,5.0,,,,,,,2.2545475862,3.0
18.0,0.0,0.0,1.0,14.9647761236,20.0,,,,,,,1.8913004299,4.0
16.0,0.0,0.0,0.0,18.0610130621,13.0,,,,,,,2.2062263415,3.0
17.0,0.0,1.0,1.0,2.7944113396,1.0,,,,,,,3.3350981546,1.0
15.0,0.0,0.0,4.0,1.9225170346,7.0,,,,,,,2.4119864615,3.0
18.0,0.0,2.0,3.0,8.4914521437,12.0,,,,,,,2.160978519,3.0
15.0,1.0,2.0,1.0,18.6735781227,22.0,,,,,,,1.1653943631,4.0
18.0,1.0,0.0,2.0,10.8477312038,5.0,,,,,,,2.5835006364,2.0
15.0,0.0,1.0,3.0,10.5491292744,4.0,,,,,,,3.0170632559,1.0
18.0,1.0,1.0,0.0,2.8225223660000003,4.0,,,,,,,2.5761746968,2.0
18.0,1.0,0.0,3.0,0.0157902219,24.0,,,,,,,0.2333498805,4.0
16.0,1.0,3.0,3.0,16.2028018149,0.0,,,,,,,3.6465163889,0.0
18.0,1.0,2.0,0.0,1.7514912597,8.0,,,,,,,2.6054252316,2.0
16.0,0.0,1.0,1.0,12.6769963747,5.0,,,,,,,3.3669295154,1.0
18.0,1.0,2.0,4.0,18.2923290903,19.0,,,,,,,1.5837802579,4.0
17.0,1.0,0.0,2.0,4.1730382632,25.0,,,,,,,0.7763967059,4.0
17.0,1.0,3.0,0.0,13.3054567247,29.0,,,,,,,0.78348664,4.0
17.0,0.0,1.0,1.0,1.5739715342,6.0,,,,,,,2.3283117113,3.0
18.0,0.0,2.0,2.0,12.0751028768,8.0,,,,,,,2.7184654358,2.0
16.0,0.0,2.0,2.0,3.2786344191,4.0,,,,,,,3.2448822033,1.0
16.0,0.0,0.0,2.0,14.7190712103,13.0,,,,,,,2.865674749,2.0
18.0,0.0,2.0,4.0,6.0246258959,4.0,,,,,,,2.3263267565,3.0
17.0,0.0,0.0,1.0,9.2678201761,7.0,,,,,,,3.3030666786,1.0
17.0,0.0,0.0,2.0,11.9886108406,6.0,,,,,,,2.4892182378,3.0
16.0,1.0,0.0,2.0,3.4254682133,12.0,,,,,,,2.6002641869,2.0
17.0,1.0,3.0,2.0,14.8327563724,12.0,,,,,,,2.119171492,3.0
15.0,1.0,2.0,1.0,6.0528068127,7.0,,,,,,,2.5226945479,2.0
16.0,0.0,2.0,4.0,13.2474371983,10.0,,,,,,,2.4758541102,3.0
17.0,0.0,2.0,3.0,3.165661014,27.0,,,,,,,0.7828092341,4.0
16.0,0.0,1.0,2.0,13.7623531841,25.0,,,,,,,0.7664048695,4.0
15.0,0.0,3.0,2.0,2.5637614562,17.0,,,,,,,1.2836220775,4.0
16.0,0.0,0.0,1.0,8.5071299254,24.0,,,,,,,0.6431459328,4.0
16.0,1.0,0.0,2.0,4.9441214748,18.0,,,,,,,1.6692302173,4.0
16.0,1.0,0.0,2.0,14.9675049886,5.0,,,,,,,3.2820700506,1.0
16.0,0.0,2.0,2.0,5.2407000901,21.0,,,,,,,0.7437140170000001,4.0
15.0,0.0,2.0,4.0,17.6343461279,1.0,,,,,,,3.3250668432,1.0
18.0,0.0,0.0,2.0,17.8364042281,27.0,,,,,,,1.1845197644,4.0
16.0,0.0,0.0,1.0,3.9288263045,12.0,,,,,,,1.6165360987,4.0
16.0,1.0,2.0,2.0,12.2769189002,22.0,,,,,,,1.5830839709,4.0
17.0,0.0,0.0,1.0,1.7543528344,24.0,,,,,,,0.1842514891,4.0
16.0,0.0,2.0,1.0,7.830741992,27.0,,,,,,,0.4721810422,4.0
17.0,0.0,3.0,1.0,14.26643459,25.0,,,,,,,1.2993555178,4.0
18.0,0.0,0.0,2.0,13.188464937,10.0,,,,,,,2.3796282832,3.0
15.0,1.0,0.0,2.0,12.4940133881,0.0,,,,,,,3.56628313,0.0
15.0,0.0,2.0,2.0,5.6508172732,23.0,,,,,,,0.2783475709,4.0
18.0,0.0,2.0,2.0,7.5604989887,1.0,,,,,,,2.4215468828,3.0
15.0,1.0,1.0,2.0,2.058922894,29.0,,,,,,,0.6176804236,4.0
18.0,1.0,3.0,1.0,14.3804564087,16.0,,,,,,,1.8047266578,4.0
18.0,1.0,0.0,3.0,10.0777759358,7.0,,,,,,,2.6352081296,2.0
18.0,0.0,1.0,1.0,14.1753126469,1.0,,,,,,,3.4360253888,1.0
15.0,0.0,2.0,1.0,4.9788704959,5.0,,,,,,,2.7373779262,2.0
17.0,1.0,2.0,2.0,6.4887645727,21.0,,,,,,,1.1466960798,4.0
18.0,1.0,0.0,1.0,6.6843067452,4.0,,,,,,,2.4052675258000003,3.0
16.0,1.0,2.0,0.0,0.5148481949,15.0,,,,,,,1.5252820489,4.0
15.0,1.0,1.0,2.0,6.8209574566,7.0,,,,,,,2.4461570806,3.0
18.0,1.0,0.0,2.0,16.0660914704,18.0,,,,,,,1.9529530123,4.0
18.0,1.0,0.0,2.0,17.945969915,15.0,,,,,,,2.2930871914,3.0
16.0,0.0,2.0,4.0,10.3643663127,12.0,,,,,,,1.4716720295,4.0
17.0,0.0,0.0,2.0,9.1100339044,25.0,,,,,,,1.1067134978,4.0
17.0,0.0,0.0,3.0,0.616492374,19.0,,,,,,,1.2058569757,4.0
17.0,1.0,0.0,1.0,17.5840867517,6.0,,,,,,,2.559070355,2.0
18.0,1.0,2.0,2.0,0.2602042685,15.0,,,,,,,2.4576510225,3.0
18.0,1.0,1.0,3.0,18.8950016042,22.0,,,,,,,1.2267412858,4.0
18.0,1.0,2.0,2.0,9.7843249738,15.0,,,,,,,1.5904330984,4.0
15.0,1.0,0.0,2.0,6.8386898715,28.0,,,,,,,0.3106695326,4.0
16.0,1.0,1.0,1.0,18.4843686969,11.0,,,,,,,2.7718106589,2.0
18.0,0.0,1.0,0.0,0.4878198622,13.0,,,,,,,1.5826829917,4.0
16.0,0.0,2.0,2.0,11.6284978974,23.0,,,,,,,1.1055870981,4.0
16.0,1.0,3.0,1.0,10.97865049,17.0,,,,,,,2.3002961352,3.0
17.0,0.0,0.0,3.0,4.3864080242,26.0,,,,,,,0.991883698,4.0
15.0,1.0,1.0,1.0,8.577748627,27.0,,,,,,,0.1651106216,4.0
18.0,0.0,0.0,4.0,13.0452801189,17.0,,,,,,,0.9893299206,4.0
17.0,1.0,1.0,4.0,14.5426239376,15.0,,,,,,,2.2302535213,3.0
17.0,1.0,0.0,1.0,0.0143371741,19.0,,,,,,,1.3835280779,4.0
18.0,0.0,0.0,1.0,18.7370686018,15.0,,,,,,,2.131405263,3.0
16.0,0.0,0.0,3.0,3.2905074479,12.0,,,,,,,1.868276923,4.0
17.0,1.0,1.0,4.0,4.6716086844,25.0,,,,,,,1.2474819436,4.0
16.0,1.0,0.0,2.0,5.2694689139,28.0,,,,,,,0.2999075476,4.0
15.0,0.0,2.0,1.0,0.756402731,8.0,,,,,,,2.7051956948,2.0
16.0,0.0,0.0,2.0,2.4610424718,25.0,,,,,,,0.8979380921000001,4.0
15.0,1.0,0.0,2.0,19.7269984589,27.0,,,,,,,1.3917317914,4.0
16.0,0.0,2.0,1.0,6.3043347475,8.0,,,,,,,2.150546166,3.0
17.0,1.0,0.0,2.0,2.3060218068,12.0,,,,,,,1.4487412415,4.0
17.0,1.0,0.0,0.0,2.1398252235,28.0,,,,,,,0.0,4.0
15.0,1.0,1.0,0.0,14.3891993534,3.0,,,,,,,3.0917150284,1.0
